,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure,south_city
1959,4519,40,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,NotMentioned,7.65,40,12,7.25,South & Central city
1960,4520,39,White,Married,Has been married,6,Not college grad,South,Not SMSA,Not central city,Business/Repair svc,Service,Nonunion,6.04,40,12,8.5,South & Not central city
1961,4527,35,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,2.9,40,6,1.83,Not south & Not central city
1962,4530,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Managers/Admin,Nonunion,9.29,50,12,8.42,Not south & Not central city
1963,4531,37,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,NotMentioned,2.8,36,7,1.33,South & Not central city
1964,4532,40,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Personal services,Operatives,Nonunion,5.54,40,16,0.08,South & Not central city
1965,4533,42,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,7.75,40,18,8.42,South & Not central city
1966,4536,43,White,Married,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,9.81,45,18,13.58,South & Not central city
1967,4538,39,Black,Married,Has been married,9,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,3.99,40,4,2.83,Not south & Not central city
1968,4539,43,Other,Married,Has been married,0,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,2.93,40,5,0.92,South & Not central city
1969,4541,40,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.51,60,12,0.25,Not south & Not central city
1970,4542,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,NotMentioned,4.83,40,15,2.75,Not south & Not central city
1971,4543,37,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,13.55,40,14,1.17,Not south & Not central city
1972,4544,38,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,NotMentioned,2.72,60,7,0.08,Not south & Not central city
1973,4545,36,Black,Single,Has been married,11,Not college grad,Not south,SMSA,Not central city,Manufacturing,Sales,NotMentioned,8.71,40,16,2.33,Not south & Not central city
1974,4546,44,Black,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,5.8,40,15,6.08,South & Not central city
1975,4547,39,Black,Single,Has been married,11,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.04,40,15,1.08,Not south & Not central city
1976,4548,35,Black,Married,Has been married,9,Not college grad,South,SMSA,Central city,Construction,Sales,Nonunion,2.8,40,10,5.83,South & Central city
1977,4549,41,White,Married,Has been married,15,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,11.11,40,16,0.75,South & Not central city
1978,4550,44,White,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,2.98,23,2,0.25,South & Not central city
1979,4551,45,White,Single,Never married,18,College grad,South,SMSA,Not central city,Professional services,Other,Union,15.1,40,20,3.42,South & Not central city
1980,4553,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,4.63,40,15,1.83,South & Not central city
1981,4555,34,White,Married,Has been married,17,College grad,South,SMSA,Central city,Wholesale/Retail trade,Professional/Technical,Nonunion,14.13,40,12,2.83,South & Central city
1982,4556,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,8.71,38,19,17.17,South & Not central city
1983,4562,43,White,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,4.03,10,11,5.33,South & Not central city
1984,4564,39,White,Single,Never married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Laborers,NotMentioned,3.34,40,15,1.75,South & Not central city
1985,4567,40,White,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,6.51,50,12,5.83,South & Not central city
1986,4569,42,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.12,38,12,10.42,South & Not central city
1987,4571,38,Black,Single,Has been married,18,College grad,South,Not SMSA,Not central city,Public administration,Other,Nonunion,11.61,40,15,13.92,South & Not central city
1988,4573,41,Black,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Union,6.03,40,19,18.75,South & Not central city
1989,4574,37,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.22,40,15,9.92,South & Not central city
1990,4577,39,White,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.03,40,8,5.0,South & Not central city
1991,4578,41,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Other,NotMentioned,3.87,24,10,1.5,South & Not central city
1992,4580,38,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,NotMentioned,3.9,38,14,7.08,South & Not central city
1993,4583,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.64,40,14,13.83,South & Not central city
1994,4586,38,Black,Married,Has been married,17,College grad,Not south,SMSA,Central city,Public administration,Managers/Admin,Nonunion,16.74,50,18,10.67,Not south & Central city
1995,4589,34,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Union,3.76,40,10,0.25,Not south & Not central city
1996,4590,41,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,11.22,58,9,2.0,South & Not central city
1997,4591,40,White,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,9.78,40,8,4.25,Not south & Not central city
1998,4592,39,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Union,10.94,46,12,10.08,South & Not central city
1999,4597,38,Black,Single,Never married,13,Not college grad,South,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,9.96,38,19,18.92,South & Not central city
2000,4599,44,White,Married,Has been married,10,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,4.4,30,5,5.0,Not south & Not central city
2001,4600,41,White,Single,Has been married,11,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,4.32,56,10,1.67,South & Not central city
2002,4601,42,White,Single,Never married,18,College grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,28.65,40,15,9.5,South & Central city
2003,4602,36,White,Married,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Nonunion,9.19,35,12,5.5,Not south & Not central city
2004,4603,41,Black,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Personal services,Laborers,NotMentioned,4.18,40,11,0.17,South & Not central city
2005,4604,38,Black,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Laborers,NotMentioned,4.35,24,16,10.5,South & Not central city
2006,4606,35,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Sales,Union,5.03,40,10,0.25,South & Central city
2007,4607,41,Black,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Transport/Comm/Utility,Service,Union,8.95,45,15,2.08,South & Not central city
2008,4611,36,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,5.53,40,6,4.25,South & Not central city
2009,4613,39,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,NotMentioned,2.68,30,5,4.92,South & Not central city
2010,4614,40,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,7.56,40,15,8.58,South & Not central city
2011,4620,40,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Operatives,Nonunion,5.64,40,10,2.83,Not south & Central city
2012,4621,38,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,4.73,40,14,2.08,South & Not central city
2013,4625,40,Black,Single,Never married,12,Not college grad,South,SMSA,Central city,Public administration,Sales,Nonunion,6.27,40,18,5.5,South & Central city
2014,4628,42,Black,Married,Has been married,10,Not college grad,Not south,SMSA,Central city,Personal services,Operatives,NotMentioned,3.24,40,13,5.25,Not south & Central city
2015,4629,35,Black,Single,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,7.94,40,13,10.58,South & Not central city
2016,4632,42,Black,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,4.07,40,15,10.83,South & Not central city
2017,4634,35,Black,Single,Has been married,15,Not college grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,10.06,40,15,15.08,South & Central city
2018,4639,39,Black,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Other,Nonunion,7.75,40,15,1.42,South & Central city
2019,4642,42,White,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.43,45,16,15.67,South & Not central city
2020,4647,42,Black,Single,Never married,7,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,4.9,40,8,3.42,Not south & Central city
2021,4651,37,Black,Single,Has been married,14,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Sales,NotMentioned,3.34,40,5,0.67,South & Central city
2022,4652,36,Black,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.8,38,4,0.5,South & Not central city
2023,4653,36,Black,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,1.93,50,10,1.75,South & Not central city
2024,4655,36,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.94,48,14,12.25,South & Not central city
2025,4657,36,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Personal services,Laborers,NotMentioned,1.99,40,7,5.83,South & Not central city
2026,4658,39,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,7.05,40,15,9.42,Not south & Central city
2027,4659,36,Black,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Business/Repair svc,Professional/Technical,NotMentioned,40.2,40,15,1.75,Not south & Not central city
2028,4663,35,Black,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Laborers,NotMentioned,4.18,35,12,2.67,South & Not central city
2029,4664,40,Black,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,1.34,12,7,1.67,South & Not central city
2030,4672,38,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,3.66,38,20,19.83,South & Not central city
2031,4674,36,Black,Single,Never married,16,College grad,Not south,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,14.49,40,10,8.67,Not south & Central city
2032,4675,35,Black,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,2.95,21,3,1.25,South & Not central city
2033,4677,35,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,6.45,48,12,11.92,South & Not central city
2034,4678,44,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,3.5,32,19,9.83,South & Not central city
2035,4680,38,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Union,6.71,36,9,5.42,Not south & Central city
2036,4681,37,Black,Married,Has been married,10,Not college grad,South,SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,7.13,40,5,4.33,South & Not central city
2037,4682,35,Black,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,4.07,42,12,2.5,South & Not central city
2038,4683,42,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,4.39,40,19,6.08,South & Not central city
